count,day,month,year
6180,28,10,2018
6027,4,11,2018
7928,15,11,2018
6144,8,12,2018
6215,25,12,2018
31522,1,1,2019
4998,29,1,2019
4298,22,2,2019
5222,2,4,2019
3932,19,4,2019
6235,12,5,2019
6134,23,5,2019
3770,5,6,2019
7426,16,6,2019
6198,9,7,2019
8780,10,7,2019
4375,26,7,2019
4420,2,8,2019
6551,3,8,2019
7007,19,8,2019
9070,20,8,2019
4367,31,8,2019
4276,13,9,2019
6184,24,9,2019
6218,6,10,2019
6844,17,10,2019
6117,10,11,2019
6177,27,11,2019
5787,3,12,2019
4998,20,12,2019
11351,2,2,2020
4341,19,2,2020
4897,12,3,2020
5457,23,3,2020
11626,1,5,2019
5664,29,5,2019
6423,22,6,2019
8918,15,7,2019
10869,8,8,2019
6126,14,8,2019
7932,25,8,2019
5857,7,9,2019
6166,28,10,2019
6390,21,11,2019
5965,14,12,2019
6060,9,1,2020
7950,15,1,2020
4994,26,1,2020
5199,8,2,2020
11385,1,3,2020
4657,29,3,2020
6976,22,4,2020
6533,15,5,2020
6360,14,6,2020
10523,7,7,2020
4718,28,8,2020
5997,21,9,2020
3871,3,10,2020
5841,14,10,2020
10805,20,10,2020
3988,13,11,2020
5447,24,11,2020
5926,6,12,2020
5765,17,12,2020
3925,8,1,2021
4110,19,1,2021
6784,25,1,2021
8742,1,2,2021
4941,18,2,2021
5804,11,3,2021
7082,4,4,2021
4808,3,5,2021
8088,25,5,2021
4961,7,6,2021
4088,18,6,2021
6245,24,6,2021
8276,17,7,2021
6670,28,7,2021
8287,10,8,2021
7125,21,8,2021
4494,3,9,2021
6652,14,9,2021
4801,7,10,2021
6109,24,10,2021
5899,6,11,2021
5501,23,11,2021
6301,16,12,2021
4330,27,12,2021
5107,4,1,2022
7048,15,1,2022
3728,21,1,2022
6775,14,2,2022
4346,25,2,2022
5971,7,3,2022
3951,18,3,2022
5112,11,4,2022
6008,28,4,2022
4350,4,5,2022
5144,21,5,2022
3884,3,6,2022
7939,20,6,2022
6781,13,7,2022
6501,24,7,2022
6124,6,8,2022
6196,17,8,2022
6759,10,9,2022
6122,27,9,2022
4056,3,10,2022
4296,9,10,2022
8300,20,10,2022
4556,31,10,2022
5587,2,11,2022
6301,24,11,2022
5250,30,11,2022
3442,23,12,2022
5261,7,1,2023
6148,18,1,2023
5218,11,2,2023
4452,28,2,2023
4451,4,3,2023
6638,21,3,2023
4666,3,4,2023
6891,25,4,2023
5086,24,5,2023
5424,17,6,2023
7395,10,7,2023
7279,27,7,2023
6220,3,8,2023
5556,9,8,2023
7354,20,8,2023
4901,31,8,2023
5659,2,9,2023
7637,30,9,2023
5983,23,10,2023
5711,16,11,2023
4980,9,12,2023
4444,26,12,2023
6149,4,1,2024
6631,10,1,2024
5416,21,1,2024
4750,3,2,2024
5282,25,2,2024
5339,24,3,2024
3063,17,4,2024
5816,23,1,2018
4830,12,1,2018
6262,17,1,2018
6824,5,2,2018
4101,16,2,2018
4192,9,3,2018
5452,26,3,2018
5296,2,4,2018
5624,19,4,2018
5937,24,4,2018
4871,17,5,2018
6215,28,5,2018
8806,10,6,2018
7786,21,6,2018
7287,14,7,2018
6623,20,7,2018
5401,27,7,2018
6493,13,8,2018
6728,20,8,2018
3277,31,8,2018
6675,2,9,2018
6517,6,9,2018
6263,24,9,2018
5515,19,12,2018
4894,26,12,2018
5387,28,1,2019
5201,17,2,2019
5435,21,2,2019
7689,10,3,2019
6597,14,3,2019
4958,3,4,2019
5460,7,4,2019
6267,27,6,2019
8445,20,7,2019
7313,27,7,2019
5138,13,8,2019
4341,6,9,2019
6567,12,9,2019
9893,30,9,2019
4731,5,10,2019
6221,23,10,2019
6876,5,11,2019
6134,16,11,2019
5969,10,1,2020
5768,14,1,2020
4240,3,2,2020
3605,7,2,2020
5212,27,4,2020
9821,20,5,2020
6178,13,6,2020
6921,12,7,2020
7219,23,7,2020
4915,30,7,2020
7782,5,8,2020
6416,16,8,2020
5992,23,8,2020
7008,5,9,2020
9987,9,9,2020
6467,16,9,2020
2313,2,10,2020
5931,18,11,2020
3186,11,12,2020
5144,22,12,2020
3253,29,12,2020
4863,3,1,2021
4212,24,1,2021
4579,17,2,2021
5177,16,3,2021
4747,27,3,2021
5232,5,4,2021
3583,9,4,2021
6781,20,4,2021
4746,27,4,2021
4823,2,5,2021
5255,9,5,2021
2743,13,5,2021
5177,2,6,2021
8208,6,6,2021
5870,22,7,2021
8833,15,8,2021
6750,26,8,2021
6005,8,9,2021
7139,19,9,2021
6679,26,9,2021
20010,1,10,2021
5845,12,10,2021
7467,25,10,2021
4964,5,11,2021
6332,18,11,2021
5265,29,11,2021
5754,4,12,2021
5058,11,12,2021
5487,22,12,2021
7645,20,1,2022
5434,5,4,2020
6273,16,4,2020
5689,9,5,2020
7820,10,5,2020
5412,26,5,2020
6130,27,5,2020
5843,2,6,2020
6031,3,6,2020
4096,19,6,2020
9324,20,6,2020
5723,30,6,2020
6037,13,7,2020
4349,24,7,2020
6640,6,8,2020
5869,17,8,2020
7488,10,9,2020
6409,27,9,2020
4437,31,10,2020
5771,7,11,2020
3748,28,12,2020
4434,2,1,2021
5059,13,1,2021
5661,14,1,2021
4319,30,1,2021
3436,31,1,2021
5075,7,2,2021
4509,23,2,2021
4786,24,2,2021
5519,17,3,2021
4684,28,3,2021
6953,10,4,2021
5715,21,4,2021
3406,14,5,2021
3821,31,5,2021
6353,11,7,2021
6771,4,8,2021
7946,25,9,2021
3744,2,10,2021
6665,18,10,2021
5779,19,10,2021
10097,11,11,2021
3807,12,11,2021
5735,28,11,2021
6583,5,12,2021
5041,9,1,2022
7120,10,1,2022
5107,26,1,2022
4647,3,2,2022
5487,24,3,2022
5141,17,4,2022
7004,10,5,2022
3955,27,5,2022
6070,14,6,2022
11500,7,7,2022
6733,28,8,2022
5934,21,9,2022
3916,14,10,2022
6772,15,10,2022
5860,7,11,2022
5692,8,11,2022
5267,19,11,2022
9601,1,12,2022
11128,12,12,2022
4111,29,12,2022
5113,24,1,2023
3710,17,2,2023
4614,10,3,2023
4364,14,4,2023
5194,7,5,2023
6090,18,5,2023
5474,11,6,2023
2546,28,6,2023
6382,4,7,2023
4138,21,7,2023
6104,14,8,2023
7149,15,8,2023
5624,26,8,2023
3541,8,9,2023
5871,19,9,2023
13838,1,10,2023
5637,12,10,2023
5062,29,10,2023
5725,5,11,2023
5137,22,11,2023
4095,15,12,2023
6516,14,2,2024
6309,7,3,2024
4961,18,3,2024
3290,11,4,2024
6167,6,1,2018
3721,13,4,2018
7810,10,2,2018
8174,3,3,2018
6794,20,3,2018
2202,31,12,2019
4860,27,2,2018
6025,30,5,2018
6073,5,6,2018
5682,16,6,2018
6915,23,6,2018
6597,9,7,2018
7058,16,7,2018
8770,25,7,2018
6889,2,8,2018
5998,9,8,2018
6559,13,9,2018
6211,6,10,2018
6074,17,10,2018
6382,10,11,2018
5636,26,11,2018
5826,3,12,2018
3403,30,12,2018
5768,6,1,2019
6229,17,1,2019
5378,24,1,2019
6781,10,2,2019
8367,3,3,2019
8057,21,3,2019
6326,14,4,2019
7123,25,4,2019
5222,7,5,2019
6057,18,5,2019
6456,11,6,2019
5656,29,6,2019
6747,4,7,2019
6862,22,7,2019
4729,31,7,2019
9832,15,8,2019
6435,24,8,2019
6213,26,8,2019
14340,1,9,2019
5127,8,9,2019
6346,17,9,2019
10916,19,9,2019
6547,28,9,2019
24055,1,10,2019
5805,12,10,2019
6113,21,10,2019
5719,9,12,2019
5704,25,12,2019
3720,3,1,2020
5178,21,1,2020
5063,14,2,2020
6400,25,2,2020
5832,7,3,2020
5626,18,3,2020
5237,11,4,2020
5162,29,4,2020
4805,4,5,2020
4840,22,5,2020
4395,31,5,2020
5956,8,6,2020
7977,15,6,2020
6108,24,6,2020
4931,26,6,2020
12068,1,7,2020
5903,8,7,2020
5424,17,7,2020
5689,19,7,2020
6343,28,7,2020
9018,1,8,2020
6762,12,8,2020
4222,21,8,2020
2854,9,10,2020
7295,25,10,2020
5700,2,11,2020
5159,29,11,2020
4127,26,1,2021
3887,12,2,2021
3247,19,2,2021
4200,28,2,2021
4334,5,3,2021
3941,12,3,2021
7943,21,3,2021
5137,23,3,2021
3936,16,4,2021
8124,20,5,2021
5413,13,6,2021
5111,29,6,2021
5289,6,7,2021
7085,21,9,2021
10198,30,9,2021
6730,14,10,2021
6050,23,10,2021
5965,30,10,2021
5970,7,11,2021
5914,16,11,2021
6114,9,12,2021
3830,31,1,2022
5485,8,2,2022
5498,24,2,2022
5183,26,2,2022
9183,1,3,2022
6123,17,3,2022
5055,19,3,2022
5396,28,3,2022
5324,12,4,2022
5527,16,5,2022
6021,9,6,2022
6734,25,6,2022
6339,2,7,2022
4354,29,7,2022
6242,17,9,2022
6208,26,9,2022
6343,28,9,2022
8551,10,10,2022
5221,19,10,2022
4022,21,10,2022
6286,3,11,2022
5625,12,11,2022
5825,14,11,2022
6622,5,12,2022
5938,7,12,2022
22287,1,1,2023
6203,19,1,2023
5653,28,1,2023
5777,12,2,2023
5942,16,3,2023
5125,9,4,2023
5713,20,4,2023
5168,2,5,2023
5119,13,5,2023
7729,6,6,2023
7208,17,7,2023
6118,26,7,2023
4095,28,7,2023
7426,10,8,2023
5484,19,8,2023
5985,21,8,2023
5943,3,9,2023
6025,12,9,2023
6339,14,9,2023
4476,7,10,2023
4969,27,11,2023
5008,4,12,2023
5799,20,12,2023
5472,16,1,2024
3473,9,2,2024
6287,20,2,2024
5068,2,3,2024
5705,13,3,2024
4548,6,4,2024
6751,22,2,2018
6752,8,3,2018
11903,1,4,2018
5432,29,1,2018
5915,4,2,2018
8351,15,3,2018
5683,8,4,2018
2667,31,12,2023
4861,29,4,2018
5744,19,5,2018
11171,1,6,2018
5168,15,6,2018
4320,29,6,2018
8012,5,7,2018
7030,19,7,2018
11266,18,8,2018
5968,29,8,2018
4582,4,10,2018
7119,18,10,2018
5946,28,11,2018
5600,4,12,2018
6267,18,12,2018
7042,5,1,2019
5451,13,1,2019
6905,19,1,2019
5592,27,1,2019
5073,26,2,2019
6741,5,3,2019
3676,22,3,2019
4079,12,4,2019
3651,26,4,2019
5584,8,5,2019
6092,22,5,2019
3578,4,6,2019
6789,26,6,2019
6677,11,7,2019
8409,25,7,2019
6040,11,9,2019
8543,25,9,2019
4594,7,10,2019
9108,10,10,2019
6622,24,10,2019
6923,14,11,2019
7059,10,12,2019
4810,24,12,2019
6670,5,1,2020
6325,12,2,2020
5580,26,2,2020
5161,22,3,2020
7746,4,4,2020
5207,26,4,2020
5391,11,5,2020
6738,25,5,2020
6394,11,7,2020
7397,25,7,2020
4067,7,8,2020
7835,10,8,2020
5909,24,8,2020
6215,14,9,2020
6486,28,9,2020
11131,10,10,2020
5509,24,10,2020
5873,14,11,2020
7197,10,12,2020
5099,24,12,2020
28476,1,1,2021
4887,8,2,2021
5421,22,2,2021
6144,25,4,2021
4594,4,5,2021
4043,7,5,2021
4543,21,5,2021
4034,11,6,2021
9953,7,7,2021
4944,21,7,2021
6574,3,8,2021
4808,6,8,2021
6353,20,8,2021
5250,10,9,2021
4504,24,9,2021
6418,6,10,2021
8488,20,10,2021
6061,10,11,2021
5954,24,11,2021
5846,6,12,2021
6563,20,12,2021
5459,8,1,2022
5247,11,1,2022
7613,25,1,2022
6390,15,2,2022
3804,11,3,2022
4268,25,3,2022
6107,7,4,2022
6773,10,4,2022
5379,24,4,2022
5261,14,5,2022
5257,28,5,2022
5360,10,6,2022
4377,24,6,2022
8017,14,7,2022
6411,28,7,2022
7879,10,8,2022
6022,13,8,2022
6095,24,8,2022
4152,23,9,2022
5707,13,10,2022
6232,27,10,2022
5855,9,11,2022
5522,23,11,2022
4599,13,12,2022
2530,30,12,2022
5917,11,1,2023
7815,25,1,2023
5184,7,2,2023
3505,24,2,2023
5200,14,3,2023
4892,28,3,2023
6448,10,4,2023
5887,24,4,2023
5043,14,5,2023
5159,28,5,2023
5517,13,6,2023
5771,24,6,2023
4277,27,6,2023
5904,13,8,2023
5578,27,8,2023
6095,23,9,2023
3495,13,10,2023
3907,27,10,2023
5481,30,10,2023
4964,12,11,2023
4914,26,11,2023
5651,14,1,2024
5093,28,1,2024
6152,24,2,2024
6370,14,3,2024
5458,28,3,2024
4367,13,4,2024
6065,13,1,2018
7535,20,2,2018
6218,12,4,2018
7274,15,4,2018
6418,16,1,2018
5337,30,1,2018
3826,30,3,2018
4194,27,12,2022
4240,16,3,2018
4905,13,2,2022
4559,19,2,2022
5775,12,3,2022
5645,23,3,2022
6190,30,3,2022
5203,5,4,2022
5491,16,4,2022
4571,23,4,2022
9925,5,5,2022
5436,9,5,2022
5592,2,6,2022
6825,18,7,2022
6669,11,8,2022
7416,22,8,2022
5608,29,8,2022
5859,4,9,2022
8290,15,9,2022
7317,22,9,2022
4514,8,10,2022
5686,26,10,2022
9292,1,11,2022
4560,25,11,2022
5568,18,12,2022
6486,12,1,2023
6949,23,1,2023
5975,5,2,2023
5949,16,2,2023
6720,23,2,2023
5615,5,3,2023
5881,9,3,2023
5199,27,3,2023
4976,2,4,2023
4882,29,5,2023
6117,22,6,2023
3574,29,6,2023
7275,15,7,2023
5879,22,7,2023
8354,8,8,2023
7269,1,9,2023
5826,7,9,2023
6816,25,9,2023
5506,18,10,2023
7840,11,11,2023
4168,5,1,2024
4921,9,1,2024
5065,27,1,2024
4874,2,2,2024
3381,29,3,2024
8017,18,1,2018
6203,22,1,2018
5634,11,2,2018
5667,4,3,2018
5639,7,1,2018
6726,11,1,2018
7409,15,2,2018
4088,31,3,2018
4965,3,4,2018
4968,28,2,2019
5308,30,1,2023
6726,16,5,2018
6976,25,5,2018
6984,2,7,2018
7115,11,7,2018
8806,15,8,2018
5611,23,8,2018
4587,24,8,2018
7242,19,9,2018
5162,28,9,2018
25719,1,10,2018
9052,10,10,2018
6981,5,11,2018
5990,14,11,2018
6600,22,11,2018
4899,27,12,2018
8476,10,1,2019
5786,22,1,2019
5353,4,2,2019
5253,23,2,2019
4267,8,3,2019
5533,27,3,2019
5188,9,4,2019
5929,18,4,2019
4364,3,5,2019
5486,13,5,2019
6086,30,5,2019
3096,31,5,2019
4356,7,6,2019
6020,8,7,2019
7909,17,7,2019
4474,12,8,2019
6717,21,8,2019
6233,29,8,2019
6336,3,9,2019
7818,15,10,2019
6404,16,10,2019
9276,11,11,2019
6091,19,11,2019
7504,20,11,2019
5925,28,11,2019
6150,2,12,2019
6105,8,1,2020
5215,27,1,2020
4798,9,2,2020
5160,18,2,2020
3382,13,3,2020
5351,30,3,2020
3670,31,3,2020
5023,7,4,2020
4221,8,5,2020
5835,17,5,2020
4981,12,6,2020
5893,21,6,2020
5039,29,6,2020
4613,3,7,2020
5116,6,7,2020
8179,15,8,2020
4110,11,9,2020
6397,19,9,2020
9069,20,9,2020
4078,6,11,2020
5676,23,11,2020
3805,18,12,2020
4946,19,12,2020
4015,27,12,2020
4728,4,1,2021
4474,23,1,2021
3873,5,2,2021
6043,14,2,2021
5177,9,3,2021
5486,18,3,2021
3303,26,3,2021
4320,3,4,2021
5799,22,4,2021
3012,30,4,2021
5297,8,6,2021
6051,17,6,2021
5043,25,6,2021
4233,2,7,2021
6633,29,7,2021
6886,11,8,2021
6212,7,9,2021
7036,16,9,2021
6325,28,10,2021
5577,2,11,2021
5621,14,12,2021
7279,15,12,2021
5426,23,12,2021
6623,12,2,2022
3737,21,2,2022
5872,6,3,2022
8189,1,4,2022
4631,15,4,2022
5267,11,5,2022
5370,20,5,2022
6524,6,7,2022
7560,18,8,2022
4170,19,8,2022
5660,27,8,2022
6568,14,9,2022
4922,5,10,2022
6464,17,11,2022
5655,26,11,2022
3908,6,1,2023
8249,1,2,2023
4698,10,2,2023
5371,11,3,2023
6176,20,3,2023
4855,6,5,2023
6523,10,6,2023
5861,18,6,2023
5296,19,6,2023
4387,14,7,2023
7018,23,7,2023
4681,31,7,2023
6273,5,8,2023
7767,9,9,2023
5791,17,9,2023
5572,26,9,2023
5305,21,10,2023
5383,22,10,2023
5296,4,11,2023
3620,8,12,2023
5242,16,12,2023
5336,25,12,2023
6369,11,1,2024
6406,20,1,2024
6334,15,2,2024
5620,6,3,2024
6175,9,3,2024
6651,1,4,2024
2286,10,4,2024
2322,18,4,2024
1081,19,4,2024
5652,17,2,2018
5242,26,2,2018
3713,2,3,2018
6022,11,3,2018
3763,6,4,2018
5408,29,8,2020
5868,6,9,2020
8099,15,9,2020
6506,24,9,2020
5548,28,11,2020
6685,5,12,2020
5688,14,12,2020
4890,23,12,2020
4803,9,1,2021
4611,18,1,2021
4556,27,1,2021
5173,4,3,2021
4724,22,3,2021
5742,8,4,2021
5338,17,4,2021
4898,26,4,2021
5450,8,5,2021
6292,17,5,2021
5424,3,6,2021
5817,12,6,2021
9492,25,7,2021
8180,25,8,2021
6283,2,9,2021
6449,11,9,2021
8637,20,9,2021
8177,29,9,2021
10828,1,12,2021
4971,10,12,2021
5126,19,12,2021
3871,28,12,2021
5810,12,1,2022
5635,7,2,2022
5441,16,2,2022
6316,20,3,2022
4729,29,3,2022
3663,29,4,2022
3670,6,5,2022
8348,15,5,2022
4866,24,5,2022
4864,5,8,2022
6625,14,8,2022
6027,23,8,2022
6950,9,9,2022
5529,13,11,2022
6892,22,11,2022
6453,8,12,2022
5703,17,12,2022
5301,20,1,2023
5227,29,1,2023
6035,15,2,2023
5306,6,3,2023
6757,15,3,2023
3123,24,3,2023
7738,1,4,2023
5220,5,6,2023
5653,14,6,2023
4416,23,6,2023
5938,9,7,2023
5879,13,9,2023
3926,22,9,2023
4923,8,10,2023
5219,17,10,2023
6014,26,10,2023
5279,8,11,2023
3644,17,11,2023
5075,3,12,2023
7617,12,12,2023
5419,21,12,2023
5391,6,1,2024
6611,15,1,2024
6426,24,1,2024
7064,1,2,2024
6054,10,2,2024
5639,28,2,2024
3090,5,4,2024
6446,14,4,2024
6964,25,3,2018
5766,3,2,2018
6361,12,2,2018
5398,20,4,2018
3686,31,3,2021
3935,30,12,2023
2417,31,12,2018
